"id";"qid";"lang";"source";"Remarks";"Dclt"
10693;863;"PHP";"class Solution {
 
    /**
     * @param Integer $n
     * @return Integer
     */
    function numberOf2sInRange($n) {
 
    }
}";"";"2020-03-25 15:18:37"
10694;863;"Swift";"class Solution {
    func numberOf2sInRange(_ n: Int) -> Int {
 
    }
}";"";"2020-03-25 15:18:37"
10695;863;"Ruby";"# @param {Integer} n
# @return {Integer}
def number_of2s_in_range(n)
 
end";"";"2020-03-25 15:18:37"
10696;863;"Python";"class Solution(object):
    def numberOf2sInRange(self, n):
        """"""
        :type n: int
        :rtype: int
        """"""";"";"2020-03-25 15:18:37"
10697;864;"C#";"public class Solution {
    public int IntersectionSizeTwo(int[][] 
intervals) {
 
    }
}";"";"2020-03-25 15:18:37"
10698;864;"Java";"class Solution {
    public int intersectionSizeTwo(int[][] 
intervals) {
 
    }
}";"";"2020-03-25 15:18:37"
10699;864;"Rust";"impl Solution {
    pub fn intersection_size_two(intervals: 
Vec<Vec<i32>>) -> i32 {
        
    }
}";"";"2020-03-25 15:18:37"
10700;864;"C";"int intersectionSizeTwo(int** intervals, int 
intervalsSize, int* intervalsColSize){
 
}";"";"2020-03-25 15:18:37"
10701;864;"Scala";"object Solution {
    def intersectionSizeTwo(intervals: Array[Array
[Int]]): Int = {
 
    }
}";"";"2020-03-25 15:18:37"
10702;864;"Go";"func intersectionSizeTwo(intervals [][]int) int {
 
}";"";"2020-03-25 15:18:37"
10703;864;"Kotlin";"class Solution {
    fun intersectionSizeTwo(intervals: 
Array<IntArray>): Int {
 
    }
}";"";"2020-03-25 15:18:37"
10704;864;"Python3";"class Solution:
    def intersectionSizeTwo(self, intervals: List
[List[int]]) -> int:";"";"2020-03-25 15:18:37"
10705;864;"JavaScript";"/**
 * @param {number[][]} intervals
 * @return {number}
 */
var intersectionSizeTwo = function(intervals) {
 
};";"";"2020-03-25 15:18:37"
10706;864;"PHP";"class Solution {
 
    /**
     * @param Integer[][] $intervals
     * @return Integer
     */
    function intersectionSizeTwo($intervals) {
        
    }
}";"";"2020-03-25 15:18:37"
10707;864;"Swift";"class Solution {
    func intersectionSizeTwo(_ intervals: [[Int]]) 
-> Int {
        
    }
}";"";"2020-03-25 15:18:37"
10708;864;"Ruby";"# @param {Integer[][]} intervals
# @return {Integer}
def intersection_size_two(intervals)
 
end";"";"2020-03-25 15:18:37"
10709;864;"Python";"class Solution(object):
    def intersectionSizeTwo(self, intervals):
        """"""
        :type intervals: List[List[int]]
        :rtype: int
        """"""";"";"2020-03-25 15:18:37"
10710;865;"C#";"/**
 * Definition for singly-linked list.
 * public class ListNode {
 *     public int val;
 *     public ListNode next;
 *     public ListNode(int x) { val = x; }
 * }
 */
public class Solution {
    public ListNode ReverseBetween(ListNode head, 
int m, int n) {
 
    }
}";"";"2020-03-25 15:18:37"
10711;865;"Java";"/**
 * Definition for singly-linked list.
 * public class ListNode {
 *     int val;
 *     ListNode next;
 *     ListNode(int x) { val = x; }
 * }
 */
class Solution {
    public ListNode reverseBetween(ListNode head, 
int m, int n) {
 
    }
}";"";"2020-03-25 15:18:37"
10712;865;"Rust";"// Definition for singly-linked list.
// #[derive(PartialEq, Eq, Clone, Debug)]
// pub struct ListNode {
//   pub val: i32,
//   pub next: Option<Box<ListNode>>
// }
// 
// impl ListNode {
//   #[inline]
//   fn new(val: i32) -> Self {
//     ListNode {
//       next: None,
//       val
//     }
//   }
// }
impl Solution {
    pub fn reverse_between(head: 
Option<Box<ListNode>>, m: i32, n: i32) -> 
Option<Box<ListNode>> {
        
    }
}";"";"2020-03-25 15:18:37"
10713;865;"C";"/**
 * Definition for singly-linked list.
 * struct ListNode {
 *     int val;
 *     struct ListNode *next;
 * };
 */
 
 
struct ListNode* reverseBetween(struct ListNode* 
head, int m, int n){
 
}";"";"2020-03-25 15:18:37"
10714;865;"Scala";"/**
 * Definition for singly-linked list.
 * class ListNode(var _x: Int = 0) {
 *   var next: ListNode = null
 *   var x: Int = _x
 * }
 */
object Solution {
    def reverseBetween(head: ListNode, m: Int, n: 
Int): ListNode = {
 
    }
}";"";"2020-03-25 15:18:37"
10715;865;"Go";"/**
 * Definition for singly-linked list.
 * type ListNode struct {
 *     Val int
 *     Next *ListNode
 * }
 */
func reverseBetween(head *ListNode, m int, n int) 
*ListNode {
 
}";"";"2020-03-25 15:18:37"
10716;865;"Kotlin";"/**
 * Example:
 * var li = ListNode(5)
 * var v = li.`val`
 * Definition for singly-linked list.
 * class ListNode(var `val`: Int) {
 *     var next: ListNode? = null
 * }
 */
class Solution {
    fun reverseBetween(head: ListNode?, m: Int, n: 
Int): ListNode? {
 
    }
}";"";"2020-03-25 15:18:37"
10717;865;"Python3";"# Definition for singly-linked list.
# class ListNode:
#     def __init__(self, x):
#         self.val = x
#         self.next = None
 
class Solution:
    def reverseBetween(self, head: ListNode, m: int,
 n: int) -> ListNode:";"";"2020-03-25 15:18:37"
10718;865;"JavaScript";"/**
 * Definition for singly-linked list.
 * function ListNode(val) {
 *     this.val = val;
 *     this.next = null;
 * }
 */
/**
 * @param {ListNode} head
 * @param {number} m
 * @param {number} n
 * @return {ListNode}
 */
var reverseBetween = function(head, m, n) {
 
};";"";"2020-03-25 15:18:37"
10719;865;"PHP";"/**
 * Definition for a singly-linked list.
 * class ListNode {
 *     public $val = 0;
 *     public $next = null;
 *     function __construct($val) { $this->val = 
$val; }
 * }
 */
class Solution {
 
    /**
     * @param ListNode $head
     * @param Integer $m
     * @param Integer $n
     * @return ListNode
     */
    function reverseBetween($head, $m, $n) {
        
    }
}";"";"2020-03-25 15:18:37"
10720;865;"Swift";"/**
 * Definition for singly-linked list.
 * public class ListNode {
 *     public var val: Int
 *     public var next: ListNode?
 *     public init(_ val: Int) {
 *         self.val = val
 *         self.next = nil
 *     }
 * }
 */
class Solution {
    func reverseBetween(_ head: ListNode?, _ m: Int,
 _ n: Int) -> ListNode? {
        
    }
}";"";"2020-03-25 15:18:37"
10721;865;"Ruby";"# Definition for singly-linked list.
# class ListNode
#     attr_accessor :val, :next
#     def initialize(val)
#         @val = val
#         @next = nil
#     end
# end
 
# @param {ListNode} head
# @param {Integer} m
# @param {Integer} n
# @return {ListNode}
def reverse_between(head, m, n)
 
end";"";"2020-03-25 15:18:37"
10722;865;"Python";"# Definition for singly-linked list.
# class ListNode(object):
#     def __init__(self, x):
#         self.val = x
#         self.next = None
 
class Solution(object):
    def reverseBetween(self, head, m, n):
        """"""
        :type head: ListNode
        :type m: int
        :type n: int
        :rtype: ListNode
        """"""";"";"2020-03-25 15:18:37"
10723;866;"C#";"/**
 * Definition for singly-linked list.
 * public class ListNode {
 *     public int val;
 *     public ListNode next;
 *     public ListNode(int x) { val = x; }
 * }
 */
public class Solution {
    public ListNode DeleteDuplicates(ListNode head) 
{
 
    }
}";"";"2020-03-25 15:18:37"
10724;866;"Java";"/**
 * Definition for singly-linked list.
 * public class ListNode {
 *     int val;
 *     ListNode next;
 *     ListNode(int x) { val = x; }
 * }
 */
class Solution {
    public ListNode deleteDuplicates(ListNode head) 
{
 
    }
}";"";"2020-03-25 15:18:37"
10725;866;"C";"/**
 * Definition for singly-linked list.
 * struct ListNode {
 *     int val;
 *     struct ListNode *next;
 * };
 */
 
 
struct ListNode* deleteDuplicates(struct ListNode* 
head){
 
}";"";"2020-03-25 15:18:37"
10726;866;"Rust";"// Definition for singly-linked list.
// #[derive(PartialEq, Eq, Clone, Debug)]
// pub struct ListNode {
//   pub val: i32,
//   pub next: Option<Box<ListNode>>
// }
// 
// impl ListNode {
//   #[inline]
//   fn new(val: i32) -> Self {
//     ListNode {
//       next: None,
//       val
//     }
//   }
// }
impl Solution {
    pub fn delete_duplicates(head: 
Option<Box<ListNode>>) -> Option<Box<ListNode>> {
        
    }
}";"";"2020-03-25 15:18:37"
10727;866;"Scala";"/**
 * Definition for singly-linked list.
 * class ListNode(var _x: Int = 0) {
 *   var next: ListNode = null
 *   var x: Int = _x
 * }
 */
object Solution {
    def deleteDuplicates(head: ListNode): ListNode 
= {
 
    }
}";"";"2020-03-25 15:18:37"
10728;866;"Go";"/**
 * Definition for singly-linked list.
 * type ListNode struct {
 *     Val int
 *     Next *ListNode
 * }
 */
func deleteDuplicates(head *ListNode) *ListNode {
 
}";"";"2020-03-25 15:18:37"
10729;866;"Kotlin";"/**
 * Example:
 * var li = ListNode(5)
 * var v = li.`val`
 * Definition for singly-linked list.
 * class ListNode(var `val`: Int) {
 *     var next: ListNode? = null
 * }
 */
class Solution {
    fun deleteDuplicates(head: ListNode?): ListNode?
 {
 
    }
}";"";"2020-03-25 15:18:37"
10730;866;"Python3";"# Definition for singly-linked list.
# class ListNode:
#     def __init__(self, x):
#         self.val = x
#         self.next = None
 
class Solution:
    def deleteDuplicates(self, head: ListNode) -> 
ListNode:";"";"2020-03-25 15:18:37"
10731;866;"JavaScript";"/**
 * Definition for singly-linked list.
 * function ListNode(val) {
 *     this.val = val;
 *     this.next = null;
 * }
 */
/**
 * @param {ListNode} head
 * @return {ListNode}
 */
var deleteDuplicates = function(head) {
 
};";"";"2020-03-25 15:18:37"
10732;866;"PHP";"/**
 * Definition for a singly-linked list.
 * class ListNode {
 *     public $val = 0;
 *     public $next = null;
 *     function __construct($val) { $this->val = 
$val; }
 * }
 */
class Solution {
 
    /**
     * @param ListNode $head
     * @return ListNode
     */
    function deleteDuplicates($head) {
        
    }
}";"";"2020-03-25 15:18:37"
10733;866;"Swift";"/**
 * Definition for singly-linked list.
 * public class ListNode {
 *     public var val: Int
 *     public var next: ListNode?
 *     public init(_ val: Int) {
 *         self.val = val
 *         self.next = nil
 *     }
 * }
 */
class Solution {
    func deleteDuplicates(_ head: ListNode?) -> 
ListNode? {
        
    }
}";"";"2020-03-25 15:18:37"
10734;866;"Ruby";"# Definition for singly-linked list.";"";"2020-03-25 15:18:37"
10735;866;"Python";"# Definition for singly-linked list.
# class ListNode(object):
#     def __init__(self, x):
#         self.val = x
#         self.next = None
 
class Solution(object):
    def deleteDuplicates(self, head):
        """"""
        :type head: ListNode
        :rtype: ListNode
        """"""";"";"2020-03-25 15:18:37"
10736;867;"C#";"public class Solution {
    public int[] NumMovesStonesII(int[] stones) {
        
    }
}";"";"2020-03-25 15:18:37"
10737;867;"Java";"class Solution {
    public int[] numMovesStonesII(int[] stones) {
        
    }
}";"";"2020-03-25 15:18:37"
10738;867;"C";"/**
 * Note: The returned array must be malloced, 
assume caller calls free().
 */
int* numMovesStonesII(int* stones, int stonesSize, 
int* returnSize){
 
}";"";"2020-03-25 15:18:37"
10739;867;"Rust";"impl Solution {
    pub fn num_moves_stones_ii(stones: Vec<i32>) -> 
Vec<i32> {
 
    }
}";"";"2020-03-25 15:18:37"
10740;867;"Scala";"object Solution {
    def numMovesStonesII(stones: Array[Int]): Array
[Int] = {
 
    }
}";"";"2020-03-25 15:18:37"
10741;867;"Go";"func numMovesStonesII(stones []int) []int {
    
}";"";"2020-03-25 15:18:37"
10742;867;"Kotlin";"class Solution {
    fun numMovesStonesII(stones: IntArray): 
IntArray {
 
    }
}";"";"2020-03-25 15:18:37"
10743;867;"Python3";"class Solution:
    def numMovesStonesII(self, stones: List[int]) 
-> List[int]:";"";"2020-03-25 15:18:37"
10744;867;"JavaScript";"/**
 * @param {number[]} stones
 * @return {number[]}
 */
var numMovesStonesII = function(stones) {
    
};";"";"2020-03-25 15:18:37"
10745;867;"PHP";"class Solution {
 
    /**
     * @param Integer[] $stones
     * @return Integer[]
     */
    function numMovesStonesII($stones) {
        
    }
}";"";"2020-03-25 15:18:37"
10746;867;"Swift";"class Solution {
    func numMovesStonesII(_ stones: [Int]) -> [Int] 
{
        
    }
}";"";"2020-03-25 15:18:37"
10747;867;"Ruby";"# @param {Integer[]} stones";"";"2020-03-25 15:18:37"
10748;867;"Python";"class Solution(object):
    def numMovesStonesII(self, stones):
        """"""
        :type stones: List[int]
        :rtype: List[int]
        """"""";"";"2020-03-25 15:18:37"
10749;868;"C#";"public class Solution {
    public int CharacterReplacement(string s, int k)
 {
 
    }
}";"";"2020-03-25 15:18:37"
10750;868;"Java";"class Solution {
    public int characterReplacement(String s, int k)
 {
 
    }
}";"";"2020-03-25 15:18:37"
10751;868;"Rust";"impl Solution {
    pub fn character_replacement(s: String, k: i32) 
-> i32 {
        
    }
}";"";"2020-03-25 15:18:37"
10752;868;"C";"int characterReplacement(char * s, int k){
 
}";"";"2020-03-25 15:18:37"
10753;868;"Scala";"object Solution {
    def characterReplacement(s: String, k: Int): 
Int = {
 
    }
}";"";"2020-03-25 15:18:37"
10754;868;"Go";"func characterReplacement(s string, k int) int {
 
}";"";"2020-03-25 15:18:37"
10755;868;"Kotlin";"class Solution {
    fun characterReplacement(s: String, k: Int): 
Int {
 
    }
}";"";"2020-03-25 15:18:37"
10756;868;"Python3";"class Solution:
    def characterReplacement(self, s: str, k: int) 
-> int:";"";"2020-03-25 15:18:37"
10757;868;"JavaScript";"/**
 * @param {string} s
 * @param {number} k
 * @return {number}
 */
var characterReplacement = function(s, k) {
 
};";"";"2020-03-25 15:18:37"
10758;868;"PHP";"class Solution {
 
    /**
     * @param String $s
     * @param Integer $k
     * @return Integer
     */
    function characterReplacement($s, $k) {
        
    }
}";"";"2020-03-25 15:18:37"
10759;868;"Swift";"class Solution {
    func characterReplacement(_ s: String, _ k: Int)
 -> Int {
        
    }
}";"";"2020-03-25 15:18:37"
10760;868;"Ruby";"# @param {String} s
# @param {Integer} k
# @return {Integer}
def character_replacement(s, k)
 
end";"";"2020-03-25 15:18:37"
10761;868;"Python";"class Solution(object):
    def characterReplacement(self, s, k):
        """"""
        :type s: str
        :type k: int
        :rtype: int
        """"""";"";"2020-03-25 15:18:37"
10762;869;"C#";"public class Solution {
    public int[] SmallestRange(IList<IList<int>> 
nums) {
 
    }
}";"";"2020-03-25 15:18:37"
10763;869;"Java";"class Solution {
    public int[] smallestRange(List<List<Integer>> 
nums) {
 
    }
}";"";"2020-03-25 15:18:37"
10764;869;"Rust";"impl Solution {
    pub fn smallest_range(nums: Vec<Vec<i32>>) -> 
Vec<i32> {
        
    }
}";"";"2020-03-25 15:18:37"
10765;869;"C";"/**
 * Note: The returned array must be malloced, 
assume caller calls free().
 */
int* smallestRange(int** nums, int numsSize, int* 
numsColSize, int* returnSize){
 
}";"";"2020-03-25 15:18:37"
10766;869;"Scala";"object Solution {
    def smallestRange(nums: List[List[Int]]): Array
[Int] = {
 
    }
}";"";"2020-03-25 15:18:37"
10767;869;"Go";"func smallestRange(nums [][]int) []int {
 
}";"";"2020-03-25 15:18:37"
10768;869;"Kotlin";"class Solution {
    fun smallestRange(nums: List<List<Int>>): 
IntArray {
 
    }
}";"";"2020-03-25 15:18:37"
10769;869;"Python3";"class Solution:
    def smallestRange(self, nums: List[List[int]]) 
-> List[int]:";"";"2020-03-25 15:18:37"
10770;869;"JavaScript";"/**
 * @param {number[][]} nums
 * @return {number[]}
 */
var smallestRange = function(nums) {
 
};";"";"2020-03-25 15:18:37"
10771;869;"PHP";"class Solution {";"";"2020-03-25 15:18:37"
10772;869;"Swift";"class Solution {
    func smallestRange(_ nums: [[Int]]) -> [Int] {
        
    }
}";"";"2020-03-25 15:18:37"
10773;869;"Ruby";"# @param {Integer[][]} nums
# @return {Integer[]}
def smallest_range(nums)
 
end";"";"2020-03-25 15:18:37"
10774;869;"Python";"class Solution(object):
    def smallestRange(self, nums):
        """"""
        :type nums: List[List[int]]
        :rtype: List[int]
        """"""";"";"2020-03-25 15:18:37"
10775;870;"C#";"public class Solution {
    public double FindMaxAverage(int[] nums, int k) 
{
 
    }
}";"";"2020-03-25 15:18:37"
10776;870;"Java";"class Solution {
    public double findMaxAverage(int[] nums, int k) 
{
 
    }
}";"";"2020-03-25 15:18:37"
10777;870;"Rust";"impl Solution {
    pub fn find_max_average(nums: Vec<i32>, k: i32) 
-> f64 {
        
    }
}";"";"2020-03-25 15:18:37"
10778;870;"C";"double findMaxAverage(int* nums, int numsSize, int 
k){
 
}";"";"2020-03-25 15:18:37"
10779;870;"Scala";"object Solution {
    def findMaxAverage(nums: Array[Int], k: Int): 
Double = {
 
    }
}";"";"2020-03-25 15:18:37"
10780;870;"Go";"func findMaxAverage(nums []int, k int) float64 {
 
}";"";"2020-03-25 15:18:37"
10781;870;"Kotlin";"class Solution {
    fun findMaxAverage(nums: IntArray, k: Int): 
Double {
 
    }
}";"";"2020-03-25 15:18:37"
10782;870;"Python3";"class Solution:
    def findMaxAverage(self, nums: List[int], k: 
int) -> float:";"";"2020-03-25 15:18:37"
10783;870;"JavaScript";"/**
 * @param {number[]} nums
 * @param {number} k
 * @return {number}
 */
var findMaxAverage = function(nums, k) {
 
};";"";"2020-03-25 15:18:37"
10784;870;"PHP";"class Solution {
 
    /**
     * @param Integer[] $nums
     * @param Integer $k
     * @return Float
     */
    function findMaxAverage($nums, $k) {
        
    }
}";"";"2020-03-25 15:18:37"
10785;870;"Swift";"class Solution {
    func findMaxAverage(_ nums: [Int], _ k: Int) -> 
Double {
        
    }
}";"";"2020-03-25 15:18:37"
10786;870;"Ruby";"# @param {Integer[]} nums
# @param {Integer} k
# @return {Float}
def find_max_average(nums, k)
 
end";"";"2020-03-25 15:18:37"
10787;870;"Python";"class Solution(object):
    def findMaxAverage(self, nums, k):
        """"""
        :type nums: List[int]
        :type k: int
        :rtype: float
        """"""";"";"2020-03-25 15:18:37"
10788;871;"C#";"public class Solution {
    public int RemoveStones(int[][] stones) {
 
    }
}";"";"2020-03-25 15:18:37"
10789;871;"Java";"class Solution {
    public int removeStones(int[][] stones) {
 
    }
}";"";"2020-03-25 15:18:37"
10790;871;"C";"int removeStones(int** stones, int stonesSize, int* 
stonesColSize){
 
}";"";"2020-03-25 15:18:37"
10791;871;"Rust";"impl Solution {
    pub fn remove_stones(stones: Vec<Vec<i32>>) -> 
i32 {
        
    }
}";"";"2020-03-25 15:18:37"
10792;871;"Scala";"object Solution {
    def removeStones(stones: Array[Array[Int]]): 
Int = {
 
    }
}";"";"2020-03-25 15:18:37"
10793;871;"Go";"func removeStones(stones [][]int) int {
 
}";"";"2020-03-25 15:18:37"
10794;871;"Kotlin";"class Solution {
    fun removeStones(stones: Array<IntArray>): Int {
 
    }
}";"";"2020-03-25 15:18:37"
10795;871;"Python3";"class Solution:
    def removeStones(self, stones: List[List[int]]) 
-> int:";"";"2020-03-25 15:18:37"
10796;871;"JavaScript";"/**
 * @param {number[][]} stones
 * @return {number}
 */
var removeStones = function(stones) {
 
};";"";"2020-03-25 15:18:37"
10797;871;"PHP";"class Solution {
 
    /**
     * @param Integer[][] $stones
     * @return Integer
     */
    function removeStones($stones) {
        
    }
}";"";"2020-03-25 15:18:37"
10798;871;"Swift";"class Solution {
    func removeStones(_ stones: [[Int]]) -> Int {
        
    }
}";"";"2020-03-25 15:18:37"
10799;871;"Ruby";"# @param {Integer[][]} stones";"";"2020-03-25 15:18:37"
10800;871;"Python";"class Solution(object):
    def removeStones(self, stones):
        """"""
        :type stones: List[List[int]]
        :rtype: int
        """"""";"";"2020-03-25 15:18:37"
10801;872;"C#";"public class Solution {
    public int CountSegments(string s) {
 
    }
}";"";"2020-03-25 15:18:37"
10802;872;"Java";"class Solution {
    public int countSegments(String s) {
 
    }
}";"";"2020-03-25 15:18:37"
10803;872;"C";"int countSegments(char * s){
 
}";"";"2020-03-25 15:18:37"
10804;872;"Rust";"impl Solution {
    pub fn count_segments(s: String) -> i32 {
        
    }
}";"";"2020-03-25 15:18:37"
10805;872;"Scala";"object Solution {
    def countSegments(s: String): Int = {
 
    }
}";"";"2020-03-25 15:18:37"
10806;872;"Go";"func countSegments(s string) int {
 
}";"";"2020-03-25 15:18:37"
10807;872;"Kotlin";"class Solution {
    fun countSegments(s: String): Int {
 
    }
}";"";"2020-03-25 15:18:37"
10808;872;"Python3";"class Solution:
    def countSegments(self, s: str) -> int:";"";"2020-03-25 15:18:37"
10809;872;"JavaScript";"/**
 * @param {string} s
 * @return {number}
 */
var countSegments = function(s) {
 
};";"";"2020-03-25 15:18:37"
10810;872;"PHP";"class Solution {
 
    /**
     * @param String $s
     * @return Integer
     */
    function countSegments($s) {
        
    }
}";"";"2020-03-25 15:18:37"
10811;872;"Swift";"class Solution {
    func countSegments(_ s: String) -> Int {
        
    }
}";"";"2020-03-25 15:18:37"
10812;872;"Ruby";"# @param {String} s
# @return {Integer}
def count_segments(s)
 
end";"";"2020-03-25 15:18:37"
10813;872;"Python";"class Solution(object):
    def countSegments(self, s):
        """"""
        :type s: str
        :rtype: int
        """"""";"";"2020-03-25 15:18:37"
10814;873;"C#";"public class Solution {
    public int PileBox(int[][] box) {
 
    }
}";"";"2020-03-25 15:18:37"
10815;873;"Java";"class Solution {
    public int pileBox(int[][] box) {
 
    }
}";"";"2020-03-25 15:18:37"
10816;873;"C";"int pileBox(int** box, int boxSize, int* boxColSize)
{
 
}";"";"2020-03-25 15:18:37"
10817;873;"Rust";"impl Solution {
    pub fn pile_box(box: Vec<Vec<i32>>) -> i32 {
 
    }
}";"";"2020-03-25 15:18:37"
10818;873;"Scala";"object Solution {
    def pileBox(box: Array[Array[Int]]): Int = {
 
    }
}";"";"2020-03-25 15:18:37"
10819;873;"Go";"func pileBox(box [][]int) int {
 
}";"";"2020-03-25 15:18:37"
10820;873;"Kotlin";"class Solution {
    fun pileBox(box: Array<IntArray>): Int {
 
    }
}";"";"2020-03-25 15:18:37"
10821;873;"Python3";"class Solution:
    def pileBox(self, box: List[List[int]]) -> int:";"";"2020-03-25 15:18:37"
10822;873;"JavaScript";"/**
 * @param {number[][]} box
 * @return {number}
 */
var pileBox = function(box) {
 
};";"";"2020-03-25 15:18:37"
10823;873;"PHP";"class Solution {
 
    /**
     * @param Integer[][] $box
     * @return Integer
     */
    function pileBox($box) {
 
    }
}";"";"2020-03-25 15:18:37"
10824;873;"Swift";"class Solution {
    func pileBox(_ box: [[Int]]) -> Int {
 
    }
}";"";"2020-03-25 15:18:37"
10825;873;"Ruby";"# @param {Integer[][]} box
# @return {Integer}
def pile_box(box)
 
end";"";"2020-03-25 15:18:37"
10826;873;"Python";"class Solution(object):
    def pileBox(self, box):
        """"""
        :type box: List[List[int]]
        :rtype: int
        """"""";"";"2020-03-25 15:18:37"
10827;874;"C#";"public class Solution {
    public int FindMin(int[] nums) {
 
    }
}";"";"2020-03-25 15:18:37"
10828;874;"Java";"class Solution {
    public int findMin(int[] nums) {
 
    }
}";"";"2020-03-25 15:18:37"
10829;874;"Rust";"impl Solution {
    pub fn find_min(nums: Vec<i32>) -> i32 {
 
    }
}";"";"2020-03-25 15:18:37"
10830;874;"C";"int findMin(int* nums, int numsSize){
 
}";"";"2020-03-25 15:18:37"
10831;874;"Scala";"object Solution {
    def findMin(nums: Array[Int]): Int = {
 
    }
}";"";"2020-03-25 15:18:37"
10832;874;"Go";"func findMin(nums []int) int {
 
}";"";"2020-03-25 15:18:37"
10833;874;"Kotlin";"class Solution {
    fun findMin(nums: IntArray): Int {
 
    }
}";"";"2020-03-25 15:18:37"
10834;874;"Python3";"class Solution:
    def findMin(self, nums: List[int]) -> int:";"";"2020-03-25 15:18:37"
10835;874;"JavaScript";"/**
 * @param {number[]} nums
 * @return {number}
 */
var findMin = function(nums) {
 
};";"";"2020-03-25 15:18:37"
10836;874;"PHP";"class Solution {
 
    /**
     * @param Integer[] $nums
     * @return Integer
     */
    function findMin($nums) {
 
    }
}";"";"2020-03-25 15:18:37"
10837;874;"Swift";"class Solution {
    func findMin(_ nums: [Int]) -> Int {
 
    }
}";"";"2020-03-25 15:18:37"
10838;874;"Ruby";"# @param {Integer[]} nums
# @return {Integer}
def find_min(nums)
 
end";"";"2020-03-25 15:18:37"
10839;874;"Python";"class Solution(object):
    def findMin(self, nums):
        """"""
        :type nums: List[int]
        :rtype: int
        """"""";"";"2020-03-25 15:18:37"
10840;875;"C#";"public class Solution {
    public int LongestWPI(int[] hours) {
 
    }
}";"";"2020-03-25 15:18:38"
10841;875;"Java";"class Solution {
    public int longestWPI(int[] hours) {
 
    }
}";"";"2020-03-25 15:18:38"
10842;875;"Rust";"impl Solution {
    pub fn longest_wpi(hours: Vec<i32>) -> i32 {
        
    }
}";"";"2020-03-25 15:18:38"
10843;875;"C";"int longestWPI(int* hours, int hoursSize){
 
}";"";"2020-03-25 15:18:38"
10844;875;"Scala";"object Solution {
    def longestWPI(hours: Array[Int]): Int = {
 
    }
}";"";"2020-03-25 15:18:38"
10845;875;"Go";"func longestWPI(hours []int) int {
 
}";"";"2020-03-25 15:18:38"
10846;875;"Kotlin";"class Solution {
    fun longestWPI(hours: IntArray): Int {
 
    }
}";"";"2020-03-25 15:18:38"
10847;875;"Python3";"class Solution:
    def longestWPI(self, hours: List[int]) -> int:";"";"2020-03-25 15:18:38"
10848;875;"JavaScript";"/**
 * @param {number[]} hours
 * @return {number}
 */
var longestWPI = function(hours) {
 
};";"";"2020-03-25 15:18:38"
10849;875;"PHP";"class Solution {";"";"2020-03-25 15:18:38"
10850;875;"Swift";"class Solution {
    func longestWPI(_ hours: [Int]) -> Int {
        
    }
}";"";"2020-03-25 15:18:38"
10851;875;"Ruby";"# @param {Integer[]} hours
# @return {Integer}
def longest_wpi(hours)
 
end";"";"2020-03-25 15:18:38"
10852;875;"Python";"class Solution(object):
    def longestWPI(self, hours):
        """"""
        :type hours: List[int]
        :rtype: int
        """"""";"";"2020-03-25 15:18:38"
10853;876;"C#";"public class Solution {
    public int MinimumTotal(IList<IList<int>> 
triangle) {
 
    }
}";"";"2020-03-25 15:18:38"
10854;876;"Java";"class Solution {
    public int minimumTotal(List<List<Integer>> 
triangle) {
 
    }
}";"";"2020-03-25 15:18:38"
10855;876;"Rust";"impl Solution {
    pub fn minimum_total(triangle: Vec<Vec<i32>>) 
-> i32 {
 
    }
}";"";"2020-03-25 15:18:38"
10856;876;"C";"int minimumTotal(int** triangle, int triangleSize, 
int* triangleColSize){
 
}";"";"2020-03-25 15:18:38"
10857;876;"Scala";"object Solution {
    def minimumTotal(triangle: List[List[Int]]): 
Int = {
 
    }
}";"";"2020-03-25 15:18:38"
10858;876;"Go";"func minimumTotal(triangle [][]int) int {
 
}";"";"2020-03-25 15:18:38"
10859;876;"Kotlin";"class Solution {
    fun minimumTotal(triangle: List<List<Int>>): 
Int {
 
    }
}";"";"2020-03-25 15:18:38"
10860;876;"Python3";"class Solution:
    def minimumTotal(self, triangle: List[List[int]]
) -> int:";"";"2020-03-25 15:18:38"
10861;876;"JavaScript";"/**
 * @param {number[][]} triangle
 * @return {number}
 */
var minimumTotal = function(triangle) {
 
};";"";"2020-03-25 15:18:38"
10862;876;"PHP";"class Solution {";"";"2020-03-25 15:18:38"
10863;876;"Swift";"class Solution {
    func minimumTotal(_ triangle: [[Int]]) -> Int {
 
    }
}";"";"2020-03-25 15:18:38"
10864;876;"Ruby";"# @param {Integer[][]} triangle
# @return {Integer}
def minimum_total(triangle)
 
end";"";"2020-03-25 15:18:38"
10865;876;"Python";"class Solution(object):
    def minimumTotal(self, triangle):
        """"""
        :type triangle: List[List[int]]
        :rtype: int
        """"""";"";"2020-03-25 15:18:38"
10866;877;"C#";"public class Solution {
    public int[] CountBits(int num) {
 
    }
}";"";"2020-03-25 15:18:38"
10867;877;"Java";"class Solution {
    public int[] countBits(int num) {
 
    }
}";"";"2020-03-25 15:18:38"
10868;877;"Rust";"impl Solution {
    pub fn count_bits(num: i32) -> Vec<i32> {
        
    }
}";"";"2020-03-25 15:18:38"
10869;877;"C";"/**
 * Note: The returned array must be malloced, 
assume caller calls free().
 */
int* countBits(int num, int* returnSize){
 
}";"";"2020-03-25 15:18:38"
10870;877;"Scala";"object Solution {
    def countBits(num: Int): Array[Int] = {
 
    }
}";"";"2020-03-25 15:18:38"
